class_name;project_name;class_id;class_path;sonar_td_minutes;squore_td_minutes;cast_td_minutes;commits_count;code_churn_avg;contributors_count;contributors_experience;hunks_count;issue_tracker_issues;cbo;wmc;dit;rfc;lcom;total_methods;max_nested_blocks;total_variables;total_refactorings;duplicated_lines;comment_lines;ncloc;high-TD
CommandHistory.java;arduino;AW-XFOWBrInABnR0ba2y;app/src/processing/app/CommandHistory.java;11;50;320.1;2;84;1;100;9;0;1;23;1;18;0;8;2;5;2;0;62;82;0
SketchTextAreaEditorKit.java;arduino;AW-XFOWCrInABnR0ba3L;app/src/processing/app/syntax/SketchTextAreaEditorKit.java;11;62;4092;5;53;2;87.36;3;0;8;1;21;2;0;1;0;4;0;0;16;204;0
ConsoleLogger.java;arduino;AW-XFOWCrInABnR0ba3b;app/src/processing/app/helpers/ConsoleLogger.java;10;0;606.3;3;20;2;50;1;0;0;3;3;3;3;3;0;0;0;0;34;18;0
ConsoleProgressListener.java;arduino;AW-XFOWJrInABnR0ba58;arduino-core/src/cc/arduino/contributions/ConsoleProgressListener.java;10;0;598.2;3;17;2;80;1;0;2;3;1;5;0;1;1;4;0;0;29;16;0
ContributedHelp.java;arduino;AW-XFOWJrInABnR0ba6D;arduino-core/src/cc/arduino/contributions/packages/ContributedHelp.java;10;0;423.6;2;18;1;100;1;0;0;1;1;0;0;1;0;0;0;0;28;4;0
DefaultUncaughtExceptionHandler.java;arduino;AW-XFOWKrInABnR0ba6c;arduino-core/src/cc/arduino/DefaultUncaughtExceptionHandler.java;10;0;510.9;3;13;1;100;1;0;0;1;1;2;0;1;0;0;1;0;28;8;0
LogFormatter.java;arduino;AW-XFOWCrInABnR0ba3c;app/src/processing/app/helpers/LogFormatter.java;10;7.5;656.4;3;26;2;62.03;1;0;0;5;2;15;0;2;2;7;0;0;29;43;0
SplashScreenHelper.java;arduino;AW-XFOWFrInABnR0ba4Y;app/src/cc/arduino/view/SplashScreenHelper.java;10;30;1026.6;8;15;2;93.14;1;1;2;15;1;21;0;8;2;10;49;0;30;71;0
BuiltInCoreIsNewerCheck.java;arduino;AW-XFOWErInABnR0ba37;app/src/cc/arduino/contributions/BuiltInCoreIsNewerCheck.java;8;37.5;868.2;10;11;2;87.05;2;0;9;11;1;33;1;3;4;10;0;0;28;65;0
HttpConnectionManager.java;arduino;AW-XFOWLrInABnR0ba6z;arduino-core/src/cc/arduino/utils/network/HttpConnectionManager.java;8;17.5;1026.6;9;19;1;100;3;0;8;13;1;38;0;4;1;18;19;0;30;115;0
I18NAwareMessageConsumer.java;arduino;AW-XFOWLrInABnR0ba6q;arduino-core/src/cc/arduino/i18n/I18NAwareMessageConsumer.java;8;10;706.5;2;42;1;100;3;0;3;10;1;9;0;5;2;6;11;0;28;45;0
ConsoleOutputStream.java;arduino;AW-XFOWGrInABnR0ba4n;app/src/cc/arduino/ConsoleOutputStream.java;7;10;764.7;8;14;2;97.18;2;0;2;11;3;12;0;5;3;7;18;0;42;55;0
HostDependentDownloadableContribution.java;arduino;AW-XFOWJrInABnR0ba6C;arduino-core/src/cc/arduino/contributions/packages/HostDependentDownloadableContribution.java;7;105;627.3;13;7;5;54.05;1;0;3;14;2;7;3;3;2;3;9;0;35;46;0
BoardPort.java;arduino;AW-XFOWMrInABnR0ba7B;arduino-core/src/cc/arduino/packages/BoardPort.java;6;68;2148.6;14;13;5;28.1;1.5;2;5;33;1;18;117;19;4;14;5;0;46;119;0
ContributedPlatformTableCellEditor.java;arduino;AW-XFOWFrInABnR0ba4O;app/src/cc/arduino/contributions/packages/ui/ContributedPlatformTableCellEditor.java;6;15;1254.6;11;14;2;97.36;2;0;10;15;3;35;7;6;2;18;39;0;30;98;0
AStyle.java;arduino;AW-XFOWFrInABnR0ba4i;app/src/cc/arduino/packages/formatter/AStyle.java;5;10;772.8;18;5;3;70.14;2;7;8;7;1;11;2;4;1;10;27;0;30;51;0
CIDRUtils.java;arduino;AW-XFOWIrInABnR0ba5l;arduino-core/src/edazdarevic/commons/net/CIDRUtils.java;5;7.5;1392;2;71;2;98.61;1;0;2;16;1;25;3;6;1;29;0;0;26;84;0
DropdownInstalledLibraryItem.java;arduino;AW-XFOWDrInABnR0ba3w;app/src/cc/arduino/contributions/libraries/ui/DropdownInstalledLibraryItem.java;5;0;510.9;9;6;2;77.23;1;0;4;2;1;1;1;2;0;0;2;0;28;19;0
DropdownLibraryOfCategoryItem.java;arduino;AW-XFOWDrInABnR0ba30;app/src/cc/arduino/contributions/libraries/ui/DropdownLibraryOfCategoryItem.java;5;0;291;9;7;2;79.57;1;0;4;3;1;1;1;3;0;1;4;0;28;25;0
DropdownLibraryOfTypeItem.java;arduino;AW-XFOWDrInABnR0ba3v;app/src/cc/arduino/contributions/libraries/ui/DropdownLibraryOfTypeItem.java;5;0;291;9;7;2;76.4;1;0;4;3;1;1;1;3;0;1;2;0;28;25;0
DropdownUpdatableLibrariesItem.java;arduino;AW-XFOWDrInABnR0ba3z;app/src/cc/arduino/contributions/libraries/ui/DropdownUpdatableLibrariesItem.java;5;10;510.9;8;8;2;77.45;1;0;4;2;1;1;1;2;0;0;2;0;28;26;0
ListComPortsParser.java;arduino;AW-XFOWGrInABnR0ba4s;arduino-core/src/processing/app/windows/ListComPortsParser.java;5;20;627.3;6;12;3;93.1;1.5;0;0;7;1;8;0;2;3;8;1;0;33;30;0
NoopProgressListener.java;arduino;AW-XFOWJrInABnR0ba59;arduino-core/src/cc/arduino/contributions/NoopProgressListener.java;5;0;423.6;2;20;1;100;1;0;2;1;1;0;0;1;0;0;0;0;28;7;0
OnlyFilesWithExtension.java;arduino;AW-XFOWIrInABnR0ba5c;arduino-core/src/processing/app/helpers/filefilters/OnlyFilesWithExtension.java;5;10;261.9;5;9;4;81.13;1;0;0;4;1;1;0;2;2;1;4;0;17;18;0
UploaderFactory.java;arduino;AW-XFOWMrInABnR0ba7F;arduino-core/src/cc/arduino/packages/UploaderFactory.java;5;30;510.9;15;4;5;72.67;1;0;6;5;1;5;0;1;2;0;1;0;28;19;0
ContributedTargetPlatform.java;arduino;AW-XFOWKrInABnR0ba6P;arduino-core/src/cc/arduino/contributions/packages/ContributedTargetPlatform.java;4;0;481.8;5;9;2;90.55;1;0;2;1;2;0;0;1;0;0;5;0;28;10;0
LegacyTargetBoard.java;arduino;AW-XFOWHrInABnR0ba5D;arduino-core/src/processing/app/debug/LegacyTargetBoard.java;4;1;1134.9;5;21;3;79.02;1;0;5;13;1;16;25;11;1;6;41;0;21;65;0
LibraryList.java;arduino;AW-XFOWIrInABnR0ba5g;arduino-core/src/processing/app/packages/LibraryList.java;4;24;1217.4;13;9;5;55.51;3;2;4;14;5;7;28;8;2;3;36;0;28;75;0
MultiStepProgress.java;arduino;AW-XFOWLrInABnR0ba6s;arduino-core/src/cc/arduino/utils/MultiStepProgress.java;4;0;640.2;3;25;2;91.36;1;0;2;7;1;2;9;7;0;4;0;0;28;35;0
ContributedPlatformReleases.java;arduino;AW-XFOWFrInABnR0ba4S;app/src/cc/arduino/contributions/packages/ui/ContributedPlatformReleases.java;2;38.5;1773.6;2;50;1;100;1.5;0;5;12;1;17;0;7;2;8;1;0;28;58;0
FilteredAbstractTableModel.java;arduino;AW-XFOWErInABnR0ba4E;app/src/cc/arduino/contributions/ui/FilteredAbstractTableModel.java;2;10;510.9;14;4;3;61.17;2;0;3;3;2;6;1;2;1;3;1;0;28;20;0
GUIUserNotifier.java;arduino;AW-XFOWCrInABnR0ba3Y;app/src/processing/app/helpers/GUIUserNotifier.java;2;5;320.1;7;8;2;71.76;1;0;3;9;2;5;0;4;1;1;2;0;12;28;0
Progress.java;arduino;AW-XFOWLrInABnR0ba6w;arduino-core/src/cc/arduino/utils/Progress.java;2;0;291;3;14;2;89.13;1;34;0;4;1;0;6;4;0;0;0;0;28;7;0
UserLibraryPriorityComparator.java;arduino;AW-XFOWIrInABnR0ba5j;arduino-core/src/processing/app/packages/UserLibraryPriorityComparator.java;2;1;523.8;1;71;1;100;1;0;3;7;1;9;4;4;1;3;0;0;28;34;0
AbstractKeyListener.java;arduino;AW-XFOWErInABnR0ba3_;app/src/cc/arduino/contributions/ui/listeners/AbstractKeyListener.java;0;0;540;2;26;1;100;1;0;0;3;1;0;3;3;0;0;0;0;28;14;0
ArduinoTokenMakerFactory.java;arduino;AW-XFOWCrInABnR0ba3R;app/src/processing/app/syntax/ArduinoTokenMakerFactory.java;0;0;291;2;27;1;100;1;0;4;3;3;2;1;3;0;1;0;0;28;18;0
BoardReachabilityFilter.java;arduino;AW-XFOWMrInABnR0ba7J;arduino-core/src/cc/arduino/packages/discoverers/network/BoardReachabilityFilter.java;0;7.5;531.9;5;17;4;86.73;1;2;3;7;2;16;1;3;3;8;0;0;29;40;0
CacheControl.java;arduino;AW-XFOWLrInABnR0ba61;arduino-core/src/cc/arduino/utils/network/CacheControl.java;0;0;1113.9;4;30;1;100;1;0;1;16;1;10;21;10;3;7;0;0;29;68;0
CategoryPredicate.java;arduino;AW-XFOWErInABnR0ba4K;app/src/cc/arduino/contributions/packages/filters/CategoryPredicate.java;0;0;232.8;5;10;2;92.54;1;0;1;3;1;2;0;2;0;1;3;0;28;13;0
CircularBuffer.java;arduino;AW-XFOWCrInABnR0ba3W;app/src/processing/app/helpers/CircularBuffer.java;0;10;1371;2;39;2;60.45;12;4;2;19;1;4;2;8;1;8;0;0;0;60;0
CompilerProgressListener.java;arduino;AW-XFOWKrInABnR0ba6b;arduino-core/src/cc/arduino/CompilerProgressListener.java;0;0;116.4;1;36;1;100;1;0;0;1;1;0;0;1;0;0;0;0;28;4;0
CompilerUtils.java;arduino;AW-XFOWKrInABnR0ba6W;arduino-core/src/cc/arduino/CompilerUtils.java;0;0;569.1;2;32;1;100;1;0;3;1;1;9;0;1;0;3;0;0;28;29;0
ContributedBoard.java;arduino;AW-XFOWKrInABnR0ba6J;arduino-core/src/cc/arduino/contributions/packages/ContributedBoard.java;0;0;116.4;4;9;2;87.5;1;0;0;1;1;0;0;1;0;0;2;0;28;4;0
ContributedLibraryDependency.java;arduino;AW-XFOWIrInABnR0ba5s;arduino-core/src/cc/arduino/contributions/libraries/ContributedLibraryDependency.java;0;0;540;5;8;3;74.14;1;0;1;3;1;2;3;3;0;0;1;0;28;9;0
ContributedLibraryReleases.java;arduino;AW-XFOWIrInABnR0ba5r;arduino-core/src/cc/arduino/contributions/libraries/ContributedLibraryReleases.java;0;30;1180.2;8;14;2;50.72;3;0;6;17;1;15;14;9;2;9;5;0;28;67;0
ContributedLibraryReleasesComparator.java;arduino;AW-XFOWErInABnR0ba31;app/src/cc/arduino/contributions/libraries/ui/ContributedLibraryReleasesComparator.java;0;47.5;378.3;4;17;2;93.33;1;0;3;9;1;6;1;3;1;3;0;0;28;31;0
ContributedLibraryTableCellEditor.java;arduino;AW-XFOWDrInABnR0ba3u;app/src/cc/arduino/contributions/libraries/ui/ContributedLibraryTableCellEditor.java;0;15;1254.6;15;10;2;97.22;2;0;10;13;3;29;7;6;2;13;33;0;30;95;0
ContributedLibraryTableCellRenderer.java;arduino;AW-XFOWErInABnR0ba32;app/src/cc/arduino/contributions/libraries/ui/ContributedLibraryTableCellRenderer.java;0;7.5;664.5;40;2;3;42.23;4.5;0;1;3;1;7;0;1;1;2;22;0;28;26;0
ContributedPlatformTableCellRenderer.java;arduino;AW-XFOWFrInABnR0ba4N;app/src/cc/arduino/contributions/packages/ui/ContributedPlatformTableCellRenderer.java;0;7.5;664.5;5;13;1;100;1;0;1;3;1;8;0;1;1;2;2;0;28;26;0
ContributedToolReference.java;arduino;AW-XFOWKrInABnR0ba6L;arduino-core/src/cc/arduino/contributions/packages/ContributedToolReference.java;0;12;743.7;4;15;2;90.48;1;1;3;10;1;8;10;5;3;0;2;0;28;23;0
DelegatingKeyListener.java;arduino;AW-XFOWErInABnR0ba3-;app/src/cc/arduino/contributions/ui/listeners/DelegatingKeyListener.java;0;30;378.3;2;38;1;100;1;0;0;10;1;4;0;4;1;1;0;0;28;37;0
DeleteFilesOnShutdown.java;arduino;AW-XFOWLrInABnR0ba6g;arduino-core/src/cc/arduino/files/DeleteFilesOnShutdown.java;0;17.5;349.2;4;19;2;95;1.5;0;3;8;1;7;0;4;2;4;0;0;28;37;0
DiscourseFormat.java;arduino;AW-XFOWDrInABnR0ba3i;app/src/processing/app/tools/DiscourseFormat.java;0;36;569.1;10;18;6;50;4.5;1;7;23;1;22;0;4;3;21;45;0;57;92;0
DocumentTextChangeListener.java;arduino;AW-XFOWCrInABnR0ba3X;app/src/processing/app/helpers/DocumentTextChangeListener.java;0;0;407.4;2;34;2;57.35;1;0;1;4;1;1;0;4;0;1;7;0;37;23;0
DoubleQuotedArgumentsOnWindowsCommandLine.java;arduino;AW-XFOWJrInABnR0ba5y;arduino-core/src/processing/app/tools/DoubleQuotedArgumentsOnWindowsCommandLine.java;0;0;685.5;3;12;1;100;2;1;2;6;2;4;6;4;1;0;1;0;5;22;0
DownloadableContribution.java;arduino;AW-XFOWJrInABnR0ba5-;arduino-core/src/cc/arduino/contributions/DownloadableContribution.java;0;17.5;756.6;10;8;3;50.54;2;0;3;11;1;5;33;10;1;3;15;0;28;32;0
DownloadableContributionVersionComparator.java;arduino;AW-XFOWJrInABnR0ba50;arduino-core/src/cc/arduino/contributions/DownloadableContributionVersionComparator.java;0;0;452.7;4;10;2;86.67;1;0;2;1;1;2;0;1;0;0;0;0;28;8;0
DownloadableContributionWithVersionPredicate.java;arduino;AW-XFOWIrInABnR0ba5n;arduino-core/src/cc/arduino/contributions/filters/DownloadableContributionWithVersionPredicate.java;0;0;232.8;4;12;1;100;1;0;1;2;1;2;0;2;0;1;2;0;28;13;0
DropdownAllCoresItem.java;arduino;AW-XFOWErInABnR0ba4M;app/src/cc/arduino/contributions/packages/ui/DropdownAllCoresItem.java;0;0;481.8;9;6;2;91.03;1;0;3;2;1;1;1;2;0;1;2;0;28;14;0
DropdownAllLibraries.java;arduino;AW-XFOWDrInABnR0ba3x;app/src/cc/arduino/contributions/libraries/ui/DropdownAllLibraries.java;0;0;481.8;15;3;2;83.65;1;0;3;2;1;1;1;2;0;1;2;0;28;14;0
DropdownCoreOfCategoryItem.java;arduino;AW-XFOWFrInABnR0ba4R;app/src/cc/arduino/contributions/packages/ui/DropdownCoreOfCategoryItem.java;0;0;261.9;7;8;2;93.67;1;0;4;3;1;1;0;3;0;1;2;0;28;19;0
DropdownItem.java;arduino;AW-XFOWErInABnR0ba4C;app/src/cc/arduino/contributions/ui/DropdownItem.java;0;0;116.4;5;8;1;100;1;0;1;1;1;0;0;1;0;0;1;0;28;5;0
DropdownUpdatableCoresItem.java;arduino;AW-XFOWFrInABnR0ba4Q;app/src/cc/arduino/contributions/packages/ui/DropdownUpdatableCoresItem.java;0;0;481.8;6;9;2;95.12;1;0;4;2;1;1;1;2;0;0;0;0;28;16;0
EmptyContributionIndex.java;arduino;AW-XFOWKrInABnR0ba6N;arduino-core/src/cc/arduino/contributions/packages/EmptyContributionIndex.java;0;0;481.8;1;42;1;100;1;0;2;1;2;0;0;1;0;1;0;0;28;10;0
EmptyLibrariesIndex.java;arduino;AW-XFOWJrInABnR0ba5w;arduino-core/src/cc/arduino/contributions/libraries/EmptyLibrariesIndex.java;0;0;481.8;1;44;1;100;1;0;2;1;2;0;0;1;0;1;0;0;28;10;0
EventListener.java;arduino;AW-XFOWFrInABnR0ba4c;app/src/cc/arduino/view/EventListener.java;0;0;174.6;1;36;1;100;1;0;1;1;1;0;0;1;0;0;0;0;28;4;0
FileExecutablePredicate.java;arduino;AW-XFOWLrInABnR0ba6l;arduino-core/src/cc/arduino/filters/FileExecutablePredicate.java;0;0;452.7;3;14;1;100;1;0;0;1;1;4;0;1;0;0;2;0;28;9;0
FileNameExtensionFilter.java;arduino;AW-XFOWDrInABnR0ba3l;app/src/processing/app/javax/swing/filechooser/FileNameExtensionFilter.java;0;30;349.2;2;48;2;50;1;1;0;10;2;7;0;3;3;6;0;0;0;39;0
Language.java;arduino;AW-XFOWLrInABnR0ba6o;arduino-core/src/cc/arduino/i18n/Language.java;0;10;320.1;3;19;2;98.25;1;101;0;4;1;1;0;3;1;3;4;0;28;21;0
LegacyUserLibrary.java;arduino;AW-XFOWIrInABnR0ba5h;arduino-core/src/processing/app/packages/LegacyUserLibrary.java;0;0;561;8;8;3;62.1;1;0;3;4;2;4;0;4;0;2;4;0;29;28;0
LibraryOfSameTypeComparator.java;arduino;AW-XFOWErInABnR0ba35;app/src/cc/arduino/contributions/libraries/LibraryOfSameTypeComparator.java;0;47.5;481.8;6;9;3;76.92;1;0;1;6;1;6;0;1;1;0;4;0;28;21;0
LibraryTypeComparator.java;arduino;AW-XFOWErInABnR0ba34;app/src/cc/arduino/contributions/libraries/LibraryTypeComparator.java;0;40;261.9;3;20;1;100;1;0;0;7;1;4;1;3;1;1;2;0;28;24;0
MessageConsumer.java;arduino;AW-XFOWHrInABnR0ba5K;arduino-core/src/processing/app/debug/MessageConsumer.java;0;0;87.3;3;14;3;87.5;1;1;0;1;1;0;0;1;0;0;1;0;28;4;0
MessageConsumerOutputStream.java;arduino;AW-XFOWKrInABnR0ba6Z;arduino-core/src/cc/arduino/MessageConsumerOutputStream.java;0;10;714.6;2;38;1;100;1;0;3;6;3;12;0;4;1;5;0;0;28;34;0
MonitorFactory.java;arduino;AW-XFOWFrInABnR0ba4k;app/src/cc/arduino/packages/MonitorFactory.java;0;20;510.9;5;10;5;42.65;1;0;4;3;1;4;0;1;2;0;6;0;30;16;0
MyConfigurableCaret.java;arduino;AW-XFOWCrInABnR0ba3P;app/src/processing/app/syntax/MyConfigurableCaret.java;0;20;481.8;1;23;1;100;1;0;2;4;6;4;0;1;1;0;0;0;0;17;0
MyStreamPumper.java;arduino;AW-XFOWKrInABnR0ba6X;arduino-core/src/cc/arduino/MyStreamPumper.java;0;10;971.7;4;27;2;99.09;1;0;2;7;1;5;2;4;2;4;3;0;56;40;0
OnlyDirs.java;arduino;AW-XFOWIrInABnR0ba5d;arduino-core/src/processing/app/helpers/filefilters/OnlyDirs.java;0;29.5;240.9;6;15;3;98.13;1;0;1;3;1;3;0;1;1;1;4;0;26;14;0
PackageIndexFilenameFilter.java;arduino;AW-XFOWJrInABnR0ba6B;arduino-core/src/cc/arduino/contributions/packages/PackageIndexFilenameFilter.java;0;0;232.8;3;16;1;100;1;0;0;2;1;4;0;2;0;1;0;0;28;13;0
Pair.java;arduino;AW-XFOWLrInABnR0ba6t;arduino-core/src/cc/arduino/utils/Pair.java;0;7.5;627.3;2;23;1;100;1;11;2;2;1;0;0;2;0;2;0;0;28;13;0
PlatformArchitecturePredicate.java;arduino;AW-XFOWKrInABnR0ba6R;arduino-core/src/cc/arduino/contributions/packages/filters/PlatformArchitecturePredicate.java;0;0;232.8;3;16;1;100;1;0;1;2;1;2;0;2;0;1;2;0;28;13;0
PluggableDiscoveryMessage.java;arduino;AW-XFOWMrInABnR0ba65;arduino-core/src/cc/arduino/packages/discoverers/PluggableDiscoveryMessage.java;0;0;598.2;2;22;2;76.47;2.5;0;0;2;1;0;1;2;0;2;0;0;28;11;0
PreferencesMapException.java;arduino;AW-XFOWHrInABnR0ba5Q;arduino-core/src/processing/app/helpers/PreferencesMapException.java;0;0;423.6;2;5;1;100;0.5;1;0;1;3;0;0;1;0;0;1;0;0;7;0
ProgressAwareMessageConsumer.java;arduino;AW-XFOWKrInABnR0ba6V;arduino-core/src/cc/arduino/ProgressAwareMessageConsumer.java;0;10;349.2;4;16;3;75.29;2.5;0;3;8;1;8;0;2;2;5;12;0;28;29;0
ProgressJProgressBar.java;arduino;AW-XFOWErInABnR0ba4F;app/src/cc/arduino/contributions/ui/ProgressJProgressBar.java;0;0;635.4;5;10;3;73.33;1;0;1;2;5;7;0;1;1;0;1;0;30;14;0
ProgressListener.java;arduino;AW-XFOWJrInABnR0ba53;arduino-core/src/cc/arduino/contributions/ProgressListener.java;0;0;116.4;1;38;1;100;1;0;1;1;1;0;0;1;0;0;0;0;28;5;0
Resources.java;arduino;AW-XFOWBrInABnR0ba3B;app/src/processing/app/Resources.java;0;0;452.7;1;13;1;100;1;54;0;1;3;0;0;1;0;0;0;0;4;7;0
ReverseComparator.java;arduino;AW-XFOWLrInABnR0ba6x;arduino-core/src/cc/arduino/utils/ReverseComparator.java;0;0;232.8;2;23;1;100;1;0;1;2;1;1;0;2;0;1;0;0;28;12;0
RunnerListener.java;arduino;AW-XFOWBrInABnR0ba25;app/src/processing/app/RunnerListener.java;0;0;232.8;3;11;2;89.19;1;0;0;3;1;0;3;3;0;0;1;0;16;6;0
SerialException.java;arduino;AW-XFOWGrInABnR0ba4v;arduino-core/src/processing/app/SerialException.java;0;0;569.1;4;10;3;88.64;1;10;0;4;4;0;6;4;0;0;1;0;15;17;0
SerialNotFoundException.java;arduino;AW-XFOWGrInABnR0ba4y;arduino-core/src/processing/app/SerialNotFoundException.java;0;0;627.3;3;13;2;92.86;1;4;1;4;5;0;6;4;0;0;1;0;14;16;0
SignatureVerifier.java;arduino;AW-XFOWJrInABnR0ba57;arduino-core/src/cc/arduino/contributions/SignatureVerifier.java;0;50;1080;2;32;2;85.94;1;1;2;6;1;7;3;3;1;1;3;0;28;27;0
SketchTextAreaDefaultInputMap.java;arduino;AW-XFOWCrInABnR0ba3K;app/src/processing/app/syntax/SketchTextAreaDefaultInputMap.java;0;15;394.5;19;5;5;75;1;0;4;5;4;7;0;1;2;6;0;0;8;59;0
SketchTextAreaUI.java;arduino;AW-XFOWCrInABnR0ba3Q;app/src/processing/app/syntax/SketchTextAreaUI.java;0;0;743.7;2;14;1;100;1.5;0;3;3;7;1;3;3;0;2;0;0;0;22;0
SketchTokenMaker.java;arduino;AW-XFOWCrInABnR0ba3J;app/src/processing/app/syntax/SketchTokenMaker.java;0;27.5;203.7;6;13;2;57.09;1.5;1;3;5;5;4;0;2;1;3;7;0;37;28;0
SSH.java;arduino;AW-XFOWMrInABnR0ba7N;arduino-core/src/cc/arduino/packages/ssh/SSH.java;0;20;1429.2;7;16;2;100;1;13;6;13;1;17;8;5;2;7;1;0;29;64;0
SSHClientSetupChainRing.java;arduino;AW-XFOWMrInABnR0ba7P;arduino-core/src/cc/arduino/packages/ssh/SSHClientSetupChainRing.java;0;0;203.7;3;15;2;100;1;0;3;1;1;0;0;1;0;0;1;0;31;9;0
SSHConfigFileSetup.java;arduino;AW-XFOWMrInABnR0ba7O;arduino-core/src/cc/arduino/packages/ssh/SSHConfigFileSetup.java;0;20;1164;5;24;4;96.83;1;1;9;5;1;8;0;2;2;5;4;0;28;70;0
SSHPwdSetup.java;arduino;AW-XFOWMrInABnR0ba7L;arduino-core/src/cc/arduino/packages/ssh/SSHPwdSetup.java;0;0;481.8;4;12;3;92.59;1;0;5;1;1;4;0;1;0;2;1;0;28;15;0
TargetBoard.java;arduino;AW-XFOWHrInABnR0ba5G;arduino-core/src/processing/app/debug/TargetBoard.java;0;0;436.5;10;10;2;99.46;2.5;1;2;10;1;0;45;10;0;0;25;0;64;15;0
TargetPackage.java;arduino;AW-XFOWHrInABnR0ba5L;arduino-core/src/processing/app/debug/TargetPackage.java;0;0;407.4;12;3;3;84.98;2.5;1;1;5;1;0;10;5;0;0;13;0;16;10;0
TargetPlatform.java;arduino;AW-XFOWHrInABnR0ba5I;arduino-core/src/processing/app/debug/TargetPlatform.java;0;0;494.7;34;3;7;72.81;2.5;2;3;11;1;0;55;11;0;0;37;0;60;18;0
TargetPlatformException.java;arduino;AW-XFOWHrInABnR0ba5J;arduino-core/src/processing/app/debug/TargetPlatformException.java;0;0;598.2;2;11;1;100;0.5;0;0;4;3;0;6;4;0;0;1;0;0;16;0
TestPackageIndexFilenameFilter.java;arduino;AW-XFOWKrInABnR0ba6K;arduino-core/src/cc/arduino/contributions/packages/TestPackageIndexFilenameFilter.java;0;0;291;2;28;1;100;1;0;0;4;1;4;1;3;1;2;0;0;28;21;0
Token.java;arduino;AW-XFOWCrInABnR0ba3M;app/src/processing/app/syntax/Token.java;0;7.5;1320.9;3;51;3;93.71;1;23;1;2;1;0;0;2;0;19;0;0;98;32;0
Tool.java;arduino;AW-XFOWDrInABnR0ba3h;app/src/processing/app/tools/Tool.java;0;0;174.6;2;20;2;80;2;484;1;3;1;0;3;3;0;0;0;0;20;7;0
UDevAdmParser.java;arduino;AW-XFOWHrInABnR0ba4_;arduino-core/src/processing/app/linux/UDevAdmParser.java;0;11;722.7;6;3;3;48.65;1;0;0;3;1;3;0;1;1;3;1;0;0;15;0
UpdatableBoardsLibsFakeURLsHandler.java;arduino;AW-XFOWGrInABnR0ba4m;app/src/cc/arduino/UpdatableBoardsLibsFakeURLsHandler.java;0;30;714.6;4;20;2;86.05;1;0;2;11;1;11;1;3;2;4;28;0;28;36;0
UpdatableLibraryPredicate.java;arduino;AW-XFOWDrInABnR0ba3p;app/src/cc/arduino/contributions/libraries/filters/UpdatableLibraryPredicate.java;0;10;531.9;8;8;2;60.32;3;0;3;4;1;7;0;3;1;4;7;0;28;26;0
UpdatablePlatformPredicate.java;arduino;AW-XFOWErInABnR0ba4J;app/src/cc/arduino/contributions/packages/filters/UpdatablePlatformPredicate.java;0;10;664.5;5;11;2;90.7;2;0;6;3;1;11;0;1;1;5;5;0;28;21;0
UserLibraryFolder.java;arduino;AW-XFOWIrInABnR0ba5i;arduino-core/src/processing/app/packages/UserLibraryFolder.java;0;7.5;876.3;1;49;1;100;1;0;1;1;1;0;0;1;0;2;0;0;28;13;0
VersionComparator.java;arduino;AW-XFOWJrInABnR0ba56;arduino-core/src/cc/arduino/contributions/VersionComparator.java;0;30;1180.2;13;6;4;35.29;1;1;5;16;1;8;28;8;1;2;52;0;28;43;0
TelnetInputStream.java;arthas;AW-XFwUDrInABnR0bbd0;client/src/main/java/org/apache/commons/net/telnet/TelnetInputStream.java;752;660;4449.3;1;680;1;100;1;3;5;87;4;29;4;12;8;37;0;0;128;478;1
AdviceWeaver.java;arthas;AW-XFwUBrInABnR0bbdP;core/src/main/java/com/taobao/arthas/core/advisor/AdviceWeaver.java;497;167;3249.6;4;250;2;94.82;1.5;4;17;44;2;36;181;23;2;28;9;0;221;591;1
ObjectView.java;arthas;AW-XFwT3rInABnR0bbZW;core/src/main/java/com/taobao/arthas/core/view/ObjectView.java;492;120;2533.5;3;223;2;95.97;1;2;11;110;3;49;0;6;7;52;0;0;63;494;1
ObjectUtils.java;arthas;AW-XFwUArInABnR0bbck;core/src/main/java/com/taobao/arthas/core/util/ObjectUtils.java;337;1080;8337.6;1;672;1;100;1;0;9;163;1;63;703;38;4;97;0;184;4;554;1
Telnet.java;arthas;AW-XFwUDrInABnR0bbdy;client/src/main/java/org/apache/commons/net/telnet/Telnet.java;316;120;3416.1;1;1265;1;100;1;55;8;160;2;55;569;47;5;41;0;0;386;736;1
Enhancer.java;arthas;AW-XFwUBrInABnR0bbdO;core/src/main/java/com/taobao/arthas/core/advisor/Enhancer.java;270;102;1953;3;131;2;99.24;3;12;13;38;1;53;35;11;5;29;0;0;82;261;1
Bootstrap.java;arthas;AW-XFwT1rInABnR0bbYx;boot/src/main/java/com/taobao/arthas/boot/Bootstrap.java;249;100;5019.9;47;15;7;97.21;2;30;15;111;1;96;940;45;4;57;118;0;55;537;1
LoggerCommand.java;arthas;AW-XFwT7rInABnR0bbaw;core/src/main/java/com/taobao/arthas/core/command/logger/LoggerCommand.java;237;132;2709.6;5;76;1;100;2;1;23;53;2;57;24;13;4;48;8;0;17;303;1
ReflectUtils.java;arthas;AW-XFwT2rInABnR0bbY2;common/src/main/java/com/taobao/arthas/common/ReflectUtils.java;215;249;6137.1;1;511;1;100;1;0;3;106;1;65;390;29;3;67;0;0;21;434;1
