class_name;project_name;class_id;class_path;sonar_td_minutes;squore_td_minutes;cast_td_minutes;commits_count;code_churn_avg;contributors_count;contributors_experience;hunks_count;issue_tracker_issues;cbo;wmc;dit;rfc;lcom;total_methods;max_nested_blocks;total_variables;total_refactorings;duplicated_lines;comment_lines;ncloc;high-TD
RateLimit.java;jclouds;AW-Z-ECCrInABnR0cQzq;apis/openstack-keystone/src/main/java/org/jclouds/openstack/v2_0/domain/RateLimit.java;0;22;735.6;5;15;3;69.3;1;5;3;10;1;8;0;7;1;4;0;0;16;45;0
RateLimitExceededException.java;jclouds;AW-Z-EBirInABnR0cQnd;core/src/main/java/org/jclouds/rest/RateLimitExceededException.java;0;0;444.6;1;42;1;100;1;0;0;4;4;0;6;4;0;1;0;0;19;16;0
RateLimitRetryHandler.java;jclouds;AW-Z-EBMrInABnR0cQmv;core/src/main/java/org/jclouds/http/handlers/RateLimitRetryHandler.java;0;70;582;2;65;1;100;8;1;9;13;1;14;9;6;2;5;4;0;38;73;0
ReadAnnotationsAndProperties.java;jclouds;AW-Z-EBirInABnR0cQnt;core/src/main/java/org/jclouds/rest/config/ReadAnnotationsAndProperties.java;0;51;582;5;23;3;97.44;2;0;16;9;1;24;2;5;1;13;4;0;21;82;0
RebootNodeStrategy.java;jclouds;AW-Z-EAlrInABnR0cQYE;compute/src/main/java/org/jclouds/compute/strategy/RebootNodeStrategy.java;0;0;116.4;12;2;4;71.93;2;0;1;1;1;0;0;1;0;0;15;0;19;5;0
RebootType.java;jclouds;AW-Z-EC-rInABnR0cRKF;apis/openstack-nova/src/main/java/org/jclouds/openstack/nova/v2_0/domain/RebootType.java;0;0;261.9;5;6;4;52.11;1;0;1;2;1;2;1;2;0;0;2;0;16;10;0
ReceiveMessageResponseHandler.java;jclouds;AW-Z-EBzrInABnR0cQt8;apis/sqs/src/main/java/org/jclouds/sqs/xml/ReceiveMessageResponseHandler.java;0;10;582;7;12;4;70.71;1;0;10;11;4;9;0;5;1;3;3;0;21;48;0
Record.java;jclouds;AW-Z-ECTrInABnR0cQ51;apis/rackspace-clouddns/src/main/java/org/jclouds/rackspace/clouddns/v1/domain/Record.java;0;29.5;1936.8;6;36;3;84.35;1.5;17;5;16;1;11;18;13;1;7;0;0;73;115;0
RecordApi.java;jclouds;AW-Z-ECSrInABnR0cQ5r;apis/rackspace-clouddns/src/main/java/org/jclouds/rackspace/clouddns/v1/features/RecordApi.java;0;0;756.6;5;45;3;87.82;2;0;36;12;1;0;66;12;0;0;4;0;65;142;0
RecordDetail.java;jclouds;AW-Z-ECTrInABnR0cQ5y;apis/rackspace-clouddns/src/main/java/org/jclouds/rackspace/clouddns/v1/domain/RecordDetail.java;0;22;2111.4;6;30;3;81.94;1.5;0;4;20;1;19;38;17;1;5;0;0;43;108;0
RecordFunctions.java;jclouds;AW-Z-ECTrInABnR0cQ5_;apis/rackspace-clouddns/src/main/java/org/jclouds/rackspace/clouddns/v1/functions/RecordFunctions.java;0;7.5;577.2;3;20;3;68.09;1;0;3;2;1;2;1;2;0;3;0;0;28;25;0
RecordIdBinder.java;jclouds;AW-Z-D_trInABnR0cQC6;providers/dynect/src/main/java/org/jclouds/dynect/v3/binders/RecordIdBinder.java;0;0;540;3;14;2;97.33;2;0;8;1;1;16;0;1;0;2;1;0;16;22;0
RecordSet.java;jclouds;AW-Z-D_urInABnR0cQDQ;providers/dynect/src/main/java/org/jclouds/dynect/v3/domain/RecordSet.java;0;44;2892.3;7;36;3;90.54;1;0;4;13;2;11;0;9;1;4;0;0;60;153;0
RecordsToPagedIterable.java;jclouds;AW-Z-ECTrInABnR0cQ6C;apis/rackspace-clouddns/src/main/java/org/jclouds/rackspace/clouddns/v1/functions/RecordsToPagedIterable.java;0;0;582;6;12;4;70.8;1;1;10;2;4;4;0;2;0;2;0;0;16;40;0
Redirection.java;jclouds;AW-Z-EBMrInABnR0cQm1;core/src/main/java/org/jclouds/http/annotation/Redirection.java;0;0;29.1;11;3;4;49.67;2;7;;;;;;;;;0;0;20;13;0
RedirectionRetryHandler.java;jclouds;AW-Z-EBMrInABnR0cQmu;core/src/main/java/org/jclouds/http/handlers/RedirectionRetryHandler.java;0;55;320.1;31;3;6;42.41;3;0;15;11;1;28;0;2;2;7;77;0;20;63;0
RefreshAndDoubleCheckOnFailUnlessStatusInvalid.java;jclouds;AW-Z-EAgrInABnR0cQWK;compute/src/main/java/org/jclouds/compute/predicates/internal/RefreshAndDoubleCheckOnFailUnlessStatusInvalid.java;0;23;619.2;6;12;4;71.3;1.5;2;9;8;1;12;4;4;1;4;3;0;22;38;0
RefreshImageAndDoubleCheckOnFailUnlessStatusInvalid.java;jclouds;AW-Z-EAgrInABnR0cQWL;compute/src/main/java/org/jclouds/compute/predicates/internal/RefreshImageAndDoubleCheckOnFailUnlessStatusInvalid.java;0;11;320.1;4;15;4;67.71;1;0;7;5;2;4;0;3;1;1;0;0;22;28;0
RefreshNodeAndDoubleCheckOnFailUnlessStatusInvalid.java;jclouds;AW-Z-EAgrInABnR0cQWM;compute/src/main/java/org/jclouds/compute/predicates/internal/RefreshNodeAndDoubleCheckOnFailUnlessStatusInvalid.java;0;11;320.1;4;15;4;67.71;1;1;7;5;2;4;0;3;1;1;1;0;22;28;0
RegexListQueuesResponseHandler.java;jclouds;AW-Z-EBzrInABnR0cQt4;apis/sqs/src/main/java/org/jclouds/sqs/xml/RegexListQueuesResponseHandler.java;0;7.5;415.5;20;3;6;42.79;2;0;8;2;2;2;0;2;0;1;5;0;22;21;0
RegexMessageIdAndMD5Handler.java;jclouds;AW-Z-EByrInABnR0cQtx;apis/sqs/src/main/java/org/jclouds/sqs/xml/RegexMessageIdAndMD5Handler.java;0;10;320.1;21;3;5;34.43;2;0;7;4;1;13;0;2;2;4;1;0;21;34;0
RegexQueueHandler.java;jclouds;AW-Z-EBzrInABnR0cQt2;apis/sqs/src/main/java/org/jclouds/sqs/xml/RegexQueueHandler.java;0;7.5;386.4;21;2;6;41.41;2;0;6;2;2;3;0;2;0;1;3;0;22;21;0
Region.java;jclouds;AW-Z-D_erInABnR0cP9F;providers/softlayer/src/main/java/org/jclouds/softlayer/domain/Region.java;0;22;1259.4;8;15;6;57.4;2;110;3;12;1;11;0;9;1;4;9;0;31;73;0
Region.java;jclouds;AW-Z-EBKrInABnR0cQmC;core/src/main/java/org/jclouds/location/Region.java;0;0;29.1;13;3;5;53.7;2;110;;;;;;;;;0;0;19;11;0
RegionAndIdToImage.java;jclouds;AW-Z-EDNrInABnR0cRPx;apis/ec2/src/main/java/org/jclouds/ec2/compute/loaders/RegionAndIdToImage.java;0;10;648.3;16;4;4;81.25;3;1;11;4;2;11;1;3;1;4;5;0;16;38;0
RegionAndNameToImageSupplier.java;jclouds;AW-Z-EDMrInABnR0cRPo;apis/ec2/src/main/java/org/jclouds/ec2/compute/suppliers/RegionAndNameToImageSupplier.java;0;0;261.9;18;3;4;76.47;3;0;8;2;1;3;0;2;0;1;38;0;16;25;0
RegionApi.java;jclouds;AW-Z-D_jrInABnR0cP_G;providers/digitalocean2/src/main/java/org/jclouds/digitalocean2/features/RegionApi.java;0;22.5;1657.2;1;107;1;100;1;0;18;2;2;0;1;2;0;0;0;0;30;66;0
RegionApi.java;jclouds;AW-Z-EAPrInABnR0cQPr;providers/google-compute-engine/src/main/java/org/jclouds/googlecomputeengine/features/RegionApi.java;0;0;378.3;13;8;6;50.32;2;0;18;4;3;0;6;4;0;0;107;0;28;58;0
RegionFirstPartOfDNSNameOrProvider.java;jclouds;AW-Z-EA6rInABnR0cQgA;common/openstack/src/main/java/org/jclouds/openstack/keystone/v1_1/functions/RegionFirstPartOfDNSNameOrProvider.java;0;28.5;232.8;4;12;3;76;2.5;0;6;4;1;7;0;2;1;3;0;0;16;25;0
RegionIdFilter.java;jclouds;AW-Z-EBIrInABnR0cQlP;core/src/main/java/org/jclouds/location/predicates/RegionIdFilter.java;0;0;29.1;4;8;4;52.24;1.5;0;3;0;1;0;0;0;0;0;0;0;20;7;0
RegionIdsFromConfiguration.java;jclouds;AW-Z-EBJrInABnR0cQlz;core/src/main/java/org/jclouds/location/suppliers/fromconfig/RegionIdsFromConfiguration.java;0;7.5;423.6;4;10;4;58.44;1.5;2;6;1;2;0;0;1;0;0;0;0;20;14;0
RegionIdsFromRegionIdToURIKeySet.java;jclouds;AW-Z-EBJrInABnR0cQl3;core/src/main/java/org/jclouds/location/suppliers/derived/RegionIdsFromRegionIdToURIKeySet.java;0;10;261.9;5;10;3;52.73;3;2;4;3;1;4;0;2;1;1;7;0;17;25;0
RegionIdsSupplier.java;jclouds;AW-Z-EBIrInABnR0cQli;core/src/main/java/org/jclouds/location/suppliers/RegionIdsSupplier.java;0;0;29.1;4;8;4;53.03;1.5;0;3;0;1;0;0;0;0;0;0;0;18;8;0
RegionIdToAdminURIFromAccessForTypeAndVersion.java;jclouds;AW-Z-ECArInABnR0cQyz;apis/openstack-keystone/src/main/java/org/jclouds/openstack/keystone/v2_0/suppliers/RegionIdToAdminURIFromAccessForTypeAndVersion.java;0;7.5;540;6;7;4;51.14;2;1;8;2;2;0;1;2;0;0;6;0;16;21;0
RegionIdToURIFromAccessForTypeAndVersion.java;jclouds;AW-Z-ECArInABnR0cQyw;apis/openstack-keystone/src/main/java/org/jclouds/openstack/keystone/v2_0/suppliers/RegionIdToURIFromAccessForTypeAndVersion.java;0;7.5;540;9;5;4;83.82;2;3;8;2;2;0;1;2;0;0;6;0;16;22;0
RegionIdToURIFromAuthForServiceSupplier.java;jclouds;AW-Z-EA7rInABnR0cQgP;common/openstack/src/main/java/org/jclouds/openstack/keystone/v1_1/suppliers/RegionIdToURIFromAuthForServiceSupplier.java;0;0;407.4;5;13;4;72.65;2;1;9;3;1;4;0;3;0;7;8;0;16;40;0
RegionIdToURIFromConfigurationOrDefaultToProvider.java;jclouds;AW-Z-EBJrInABnR0cQlr;core/src/main/java/org/jclouds/location/suppliers/fromconfig/RegionIdToURIFromConfigurationOrDefaultToProvider.java;0;7.5;423.6;4;12;4;61.45;1.5;1;8;1;2;0;0;1;0;0;0;0;20;19;0
RegionIdToZoneIdsFromConfiguration.java;jclouds;AW-Z-EBJrInABnR0cQls;core/src/main/java/org/jclouds/location/suppliers/fromconfig/RegionIdToZoneIdsFromConfiguration.java;0;19.5;291;7;12;6;70.99;2;0;10;5;1;12;0;2;2;8;0;0;21;55;0
RegionIdToZoneIdsSupplier.java;jclouds;AW-Z-EBIrInABnR0cQlf;core/src/main/java/org/jclouds/location/suppliers/RegionIdToZoneIdsSupplier.java;0;0;29.1;4;8;4;53.73;1.5;1;3;0;1;0;0;0;0;0;0;0;18;9;0
RegionListHandler.java;jclouds;AW-Z-D_arInABnR0cP7c;providers/ultradns-ws/src/main/java/org/jclouds/ultradns/ws/xml/RegionListHandler.java;0;0;232.8;5;10;2;96.49;1;0;6;3;4;9;0;2;1;3;4;0;16;26;0
RegionNameAndIngressRules.java;jclouds;AW-Z-EDMrInABnR0cRPs;apis/ec2/src/main/java/org/jclouds/ec2/compute/domain/RegionNameAndIngressRules.java;0;0;407.4;11;4;6;51.47;2;0;2;4;2;0;0;4;0;3;4;0;18;21;0
RegionNameAndPublicKeyMaterial.java;jclouds;AW-Z-EAZrInABnR0cQTf;providers/aws-ec2/src/main/java/org/jclouds/aws/ec2/domain/RegionNameAndPublicKeyMaterial.java;0;0;203.7;5;7;3;69.81;2;0;1;2;2;0;0;2;0;1;0;0;18;12;0
RegionScopedTemporaryUrlBlobSigner.java;jclouds;AW-Z-EB6rInABnR0cQws;apis/openstack-swift/src/main/java/org/jclouds/openstack/swift/v1/blobstore/RegionScopedTemporaryUrlBlobSigner.java;0;0;960.3;1;109;1;100;1;0;21;8;1;26;0;8;0;7;0;0;20;74;0
RegionToAdminEndpointURI.java;jclouds;AW-Z-ECBrInABnR0cQzO;apis/openstack-keystone/src/main/java/org/jclouds/openstack/keystone/v2_0/functions/RegionToAdminEndpointURI.java;0;0;320.1;6;8;5;60.22;1;0;4;2;1;5;0;2;0;2;3;0;16;24;0
RegionToEndpoint.java;jclouds;AW-Z-EBKrInABnR0cQmG;core/src/main/java/org/jclouds/location/functions/RegionToEndpoint.java;0;0;261.9;7;7;6;52.17;2;1;4;2;1;5;0;2;0;2;10;0;16;24;0
RegionToEndpointOrProviderIfNull.java;jclouds;AW-Z-EBKrInABnR0cQmH;core/src/main/java/org/jclouds/location/functions/RegionToEndpointOrProviderIfNull.java;0;32;291;23;3;7;61.4;2;1;6;5;1;4;0;2;2;4;44;0;20;36;0
RegionToLocation.java;jclouds;AW-Z-D_krInABnR0cP_O;providers/digitalocean2/src/main/java/org/jclouds/digitalocean2/compute/functions/RegionToLocation.java;0;0;232.8;2;30;2;96.61;1.5;0;7;2;1;16;0;2;0;2;0;0;19;32;0
RegionToProvider.java;jclouds;AW-Z-EBKrInABnR0cQl9;core/src/main/java/org/jclouds/location/suppliers/all/RegionToProvider.java;0;8.5;598.2;5;14;5;68.14;1;0;10;4;1;16;0;2;2;8;0;13;16;46;0
RegionToProviderOrJustProvider.java;jclouds;AW-Z-EBKrInABnR0cQl-;core/src/main/java/org/jclouds/location/suppliers/all/RegionToProviderOrJustProvider.java;0;20.5;627.3;11;6;5;83.56;2;0;9;5;1;15;0;2;3;8;0;13;16;46;0
RegisterLoadBalancerRequestBinder.java;jclouds;AW-Z-D_7rInABnR0cQIM;providers/profitbricks/src/main/java/org/jclouds/profitbricks/binder/loadbalancer/RegisterLoadBalancerRequestBinder.java;0;8.5;261.9;3;15;3;83.93;2;0;2;3;2;6;0;2;1;1;0;0;16;21;0
ReleasePayloadAndReturn.java;jclouds;AW-Z-EBhrInABnR0cQnF;core/src/main/java/org/jclouds/http/functions/ReleasePayloadAndReturn.java;0;0;415.5;13;3;5;58.76;2;0;5;1;1;1;0;1;0;1;1;0;16;16;0
RemoveFloatingIpFromNodeAndDeallocate.java;jclouds;AW-Z-EC9rInABnR0cRJp;apis/openstack-nova/src/main/java/org/jclouds/openstack/nova/v2_0/compute/functions/RemoveFloatingIpFromNodeAndDeallocate.java;0;0;378.3;14;5;6;62.64;2;0;9;4;1;14;1;3;1;4;32;0;19;43;0
ReplaceShadowPasswordEntry.java;jclouds;AW-Z-EA0rInABnR0cQdn;scriptbuilder/src/main/java/org/jclouds/scriptbuilder/statements/login/ReplaceShadowPasswordEntry.java;0;86;831;8;13;4;77.33;3;1;6;14;1;10;0;5;2;10;3;0;28;65;0
ReplaceShadowPasswordEntryOfLoginUser.java;jclouds;AW-Z-EA0rInABnR0cQdk;scriptbuilder/src/main/java/org/jclouds/scriptbuilder/statements/login/ReplaceShadowPasswordEntryOfLoginUser.java;0;0;423.6;6;5;4;60;2;0;2;1;2;0;0;1;0;0;3;0;16;7;0
ReportApi.java;jclouds;AW-Z-ECNrInABnR0cQ3y;apis/rackspace-cloudloadbalancers/src/main/java/org/jclouds/rackspace/cloudloadbalancers/v1/features/ReportApi.java;0;0;698.4;7;24;4;56.65;2;0;29;10;1;0;45;10;0;0;232;0;44;110;0
RequestAuthorizeSignature.java;jclouds;AW-Z-EDhrInABnR0cRXZ;apis/s3/src/main/java/org/jclouds/s3/filters/RequestAuthorizeSignature.java;0;0;29.1;66;0;14;40.59;3.5;5;1;0;1;0;0;0;0;0;90;0;19;4;0
RequestAuthorizeSignatureV4.java;jclouds;AW-Z-EDhrInABnR0cRXh;apis/s3/src/main/java/org/jclouds/s3/filters/RequestAuthorizeSignatureV4.java;0;50;939.3;2;57;2;98.28;1;0;15;14;1;19;9;6;1;8;0;0;33;61;0
RequestFilters.java;jclouds;AW-Z-EBkrInABnR0cQoZ;core/src/main/java/org/jclouds/rest/annotations/RequestFilters.java;0;0;29.1;9;4;4;52.59;2;1;;;;;;;;;0;0;19;12;0
RequestIdOnlyResponseHandler.java;jclouds;AW-Z-D_5rInABnR0cQHX;providers/profitbricks/src/main/java/org/jclouds/profitbricks/http/parser/RequestIdOnlyResponseHandler.java;0;1;349.2;2;22;1;100;2.5;0;2;5;5;4;4;4;1;1;1;0;16;21;0
RequestSigningUnsupported.java;jclouds;AW-Z-EAqrInABnR0cQZ9;blobstore/src/main/java/org/jclouds/blobstore/internal/RequestSigningUnsupported.java;0;0;889.2;7;8;4;65.41;2;0;5;6;1;0;15;6;0;0;0;0;16;33;0
ReservedInstancesOfferingHandler.java;jclouds;AW-Z-EAarInABnR0cQT2;providers/aws-ec2/src/main/java/org/jclouds/aws/ec2/xml/ReservedInstancesOfferingHandler.java;0;33.5;814.8;13;7;3;81.77;2;0;7;11;4;10;0;3;1;11;3;0;21;57;0
ResolvesImages.java;jclouds;AW-Z-EAhrInABnR0cQWb;compute/src/main/java/org/jclouds/compute/config/ResolvesImages.java;0;0;29.1;7;6;4;38.74;2;0;;;;;;;;;0;0;27;9;0
ResourceAlreadyExistsException.java;jclouds;AW-Z-EBhrInABnR0cQnS;core/src/main/java/org/jclouds/rest/ResourceAlreadyExistsException.java;0;0;598.2;2;20;1;100;1;2;0;4;4;0;6;4;0;0;0;0;19;15;0
ResourceLimitToQueryParams.java;jclouds;AW-Z-ECorInABnR0cRB3;apis/cloudstack/src/main/java/org/jclouds/cloudstack/binders/ResourceLimitToQueryParams.java;0;0;481.8;4;12;3;75;2;0;6;1;1;11;0;1;0;2;3;0;22;21;0
ResourceMetadata.java;jclouds;AW-Z-EBmrInABnR0cQpI;core/src/main/java/org/jclouds/domain/ResourceMetadata.java;0;0;203.7;10;7;5;50.99;2;1;5;6;1;0;15;6;0;0;13;0;45;14;0
ResourceMetadataBuilder.java;jclouds;AW-Z-EBmrInABnR0cQpH;core/src/main/java/org/jclouds/domain/ResourceMetadataBuilder.java;0;0;947.4;6;10;3;81.18;1.5;0;3;5;1;3;10;5;0;5;0;0;16;33;0
ResourceMetadataImpl.java;jclouds;AW-Z-EBnrInABnR0cQpR;core/src/main/java/org/jclouds/domain/internal/ResourceMetadataImpl.java;0;29.5;648.3;30;5;7;61.16;2;1;6;14;1;21;7;11;1;6;41;0;39;80;0
ResourceMetadataToRelativePathResourceMetadata.java;jclouds;AW-Z-EAvrInABnR0cQbm;blobstore/src/main/java/org/jclouds/blobstore/functions/ResourceMetadataToRelativePathResourceMetadata.java;0;1;569.1;15;3;5;50;2;0;5;3;1;12;0;1;2;1;5;0;16;21;0
ResourceNotFoundException.java;jclouds;AW-Z-EBhrInABnR0cQnQ;core/src/main/java/org/jclouds/rest/ResourceNotFoundException.java;0;0;415.5;9;5;5;52.05;2;6;0;4;4;0;6;4;0;1;1;0;19;16;0
ResourceRecordApi.java;jclouds;AW-Z-D_YrInABnR0cP6r;providers/ultradns-ws/src/main/java/org/jclouds/ultradns/ws/features/ResourceRecordApi.java;0;0;145.5;11;13;2;99.59;2;0;17;6;1;0;15;6;0;0;113;0;74;58;0
ResourceRecordDetail.java;jclouds;AW-Z-D_ZrInABnR0cP6_;providers/ultradns-ws/src/main/java/org/jclouds/ultradns/ws/domain/ResourceRecordDetail.java;0;37;2032.2;9;19;3;96.76;1;0;3;15;1;11;22;12;1;7;4;0;40;108;0
ResourceRecordDetailHandler.java;jclouds;AW-Z-D_ZrInABnR0cP7P;providers/ultradns-ws/src/main/java/org/jclouds/ultradns/ws/xml/ResourceRecordDetailHandler.java;0;20;436.5;6;12;2;96.88;2;0;9;5;4;20;0;3;1;4;3;0;16;45;0
ResourceRecordListHandler.java;jclouds;AW-Z-D_ZrInABnR0cP7V;providers/ultradns-ws/src/main/java/org/jclouds/ultradns/ws/xml/ResourceRecordListHandler.java;0;0;465.6;5;12;2;96.3;1;0;8;5;4;7;0;4;1;2;9;0;16;32;0
ResourceRecordSetApi.java;jclouds;AW-Z-ECErInABnR0cQ0h;apis/route53/src/main/java/org/jclouds/route53/features/ResourceRecordSetApi.java;0;0;291;7;18;2;99.52;3;0;29;6;1;0;15;6;0;0;123;0;44;73;0
ResourceRecordSetIterable.java;jclouds;AW-Z-ECFrInABnR0cQ0t;apis/route53/src/main/java/org/jclouds/route53/domain/ResourceRecordSetIterable.java;0;44;2759.7;9;21;2;98.06;1;0;7;11;3;13;0;8;1;3;20;0;31;127;0
ResourceRecordSetIterableToPagedIterable.java;jclouds;AW-Z-ECGrInABnR0cQ08;apis/route53/src/main/java/org/jclouds/route53/functions/ResourceRecordSetIterableToPagedIterable.java;0;7.5;261.9;6;10;2;97.83;2;0;10;2;2;2;0;2;0;2;4;0;16;34;0
Resources.java;jclouds;AW-Z-EAPrInABnR0cQPf;providers/google-compute-engine/src/main/java/org/jclouds/googlecomputeengine/compute/functions/Resources.java;0;0;727.5;8;12;4;78.17;2.5;83;18;9;1;0;36;9;0;0;20;0;25;56;0
ResponseParser.java;jclouds;AW-Z-EBlrInABnR0cQoi;core/src/main/java/org/jclouds/rest/annotations/ResponseParser.java;0;0;29.1;9;4;4;52.94;2;3;;;;;;;;;0;0;19;12;0
RestModule.java;jclouds;AW-Z-EBirInABnR0cQnu;core/src/main/java/org/jclouds/rest/config/RestModule.java;0;7.5;328.2;52;1;7;47;4;0;19;2;2;7;1;2;0;1;96;0;17;52;0
ResumeNodeStrategy.java;jclouds;AW-Z-EAlrInABnR0cQYG;compute/src/main/java/org/jclouds/compute/strategy/ResumeNodeStrategy.java;0;0;116.4;6;5;4;66.67;2;0;1;1;1;0;0;1;0;0;0;0;19;5;0
ReturnCredentialsBoundToImage.java;jclouds;AW-Z-EAmrInABnR0cQYJ;compute/src/main/java/org/jclouds/compute/strategy/impl/ReturnCredentialsBoundToImage.java;0;49.5;407.4;17;4;4;77.55;2;1;12;8;1;17;1;3;1;4;28;0;16;46;0
ReturnInputStream.java;jclouds;AW-Z-EBhrInABnR0cQnH;core/src/main/java/org/jclouds/http/functions/ReturnInputStream.java;0;0;540;13;3;5;56.25;2;0;5;2;1;2;0;1;0;0;6;0;19;11;0
ReturnPayload.java;jclouds;AW-Z-EB3rInABnR0cQvh;apis/elasticstack/src/main/java/org/jclouds/elasticstack/functions/ReturnPayload.java;0;0;510.9;9;4;4;68.27;1;0;5;1;1;1;0;1;0;0;1;0;16;11;0
ReturnRegionOrProvider.java;jclouds;AW-Z-ECBrInABnR0cQzX;apis/openstack-keystone/src/main/java/org/jclouds/openstack/keystone/v2_0/functions/ReturnRegionOrProvider.java;0;7.5;261.9;5;8;2;63.16;2;0;5;3;1;2;0;2;0;1;0;0;16;18;0
ReturnStringIf2xx.java;jclouds;AW-Z-EBhrInABnR0cQnI;core/src/main/java/org/jclouds/http/functions/ReturnStringIf2xx.java;0;21;627.3;22;3;6;49.58;2;1;8;4;1;6;0;1;3;2;1;0;16;33;0
ReturnTrueIf201.java;jclouds;AW-Z-EBNrInABnR0cQm_;core/src/main/java/org/jclouds/http/functions/ReturnTrueIf201.java;0;0;481.8;1;38;1;100;1;0;4;2;1;2;0;1;0;0;0;0;20;13;0
ReturnTrueIf2xx.java;jclouds;AW-Z-EBhrInABnR0cQnL;core/src/main/java/org/jclouds/http/functions/ReturnTrueIf2xx.java;0;0;481.8;18;2;6;49.38;2.5;0;4;3;1;2;0;1;1;1;3;0;19;16;0
ReturnTrueIfGroupACLIsOtherRead.java;jclouds;AW-Z-ECcrInABnR0cQ9d;apis/atmos/src/main/java/org/jclouds/atmos/functions/ReturnTrueIfGroupACLIsOtherRead.java;0;0;510.9;10;3;4;42.68;2;0;4;1;1;3;0;1;0;0;0;0;16;12;0
ReverseDNSApi.java;jclouds;AW-Z-ECSrInABnR0cQ5q;apis/rackspace-clouddns/src/main/java/org/jclouds/rackspace/clouddns/v1/features/ReverseDNSApi.java;0;0;378.3;5;30;4;80.31;1;0;32;6;1;0;15;6;0;0;0;0;47;93;0
RoleName.java;jclouds;AW-Z-EDYrInABnR0cRUJ;apis/chef/src/main/java/org/jclouds/chef/binders/RoleName.java;0;0;510.9;6;11;4;52.24;1.5;4;3;1;1;1;0;1;0;0;0;0;16;10;0
RollbackSnapshotRequestBinder.java;jclouds;AW-Z-D_8rInABnR0cQIW;providers/profitbricks/src/main/java/org/jclouds/profitbricks/binder/snapshot/RollbackSnapshotRequestBinder.java;0;7.5;232.8;2;22;2;58.9;2;0;2;2;2;5;0;2;0;1;0;0;16;21;0
RoundRobinPoolApi.java;jclouds;AW-Z-D_YrInABnR0cP6t;providers/ultradns-ws/src/main/java/org/jclouds/ultradns/ws/features/RoundRobinPoolApi.java;0;0;145.5;12;15;2;99.5;2;0;19;8;1;0;28;8;0;0;175;0;101;72;0
RoundRobinPoolHandler.java;jclouds;AW-Z-D_ZrInABnR0cP7W;providers/ultradns-ws/src/main/java/org/jclouds/ultradns/ws/xml/RoundRobinPoolHandler.java;0;20;291;6;8;2;96.46;1;0;5;4;4;9;0;2;1;2;1;12;16;28;0
RoundRobinPoolListHandler.java;jclouds;AW-Z-D_ZrInABnR0cP7T;providers/ultradns-ws/src/main/java/org/jclouds/ultradns/ws/xml/RoundRobinPoolListHandler.java;0;0;465.6;5;12;2;96.33;1;0;8;7;4;7;0;4;1;2;1;19;16;33;0
RoundRobinPoolRecordTypeToString.java;jclouds;AW-Z-D_XrInABnR0cP6Y;providers/ultradns-ws/src/main/java/org/jclouds/ultradns/ws/internal/RoundRobinPoolRecordTypeToString.java;0;10;569.1;2;20;1;100;2;0;3;4;1;5;1;2;2;1;0;0;16;19;0
Route53Api.java;jclouds;AW-Z-ECFrInABnR0cQ0n;apis/route53/src/main/java/org/jclouds/route53/Route53Api.java;0;0;116.4;10;8;2;99.28;2.5;0;16;3;1;0;3;3;0;0;34;0;36;35;0
Route53ApiMetadata.java;jclouds;AW-Z-ECFrInABnR0cQ0l;apis/route53/src/main/java/org/jclouds/route53/Route53ApiMetadata.java;0;7.5;1262.7;10;8;3;95.95;2;0;6;4;5;4;6;4;0;1;19;0;19;49;0
Route53ErrorHandler.java;jclouds;AW-Z-ECFrInABnR0cQ0j;apis/route53/src/main/java/org/jclouds/route53/handlers/Route53ErrorHandler.java;0;74;465.6;4;24;2;97.74;1;0;20;13;1;16;1;3;4;11;1;0;16;71;0
RouteApi.java;jclouds;AW-Z-EAPrInABnR0cQPo;providers/google-compute-engine/src/main/java/org/jclouds/googlecomputeengine/features/RouteApi.java;0;0;436.5;15;9;6;52.07;2;0;26;6;3;0;15;6;0;0;134;0;38;80;0
RouteBinder.java;jclouds;AW-Z-EAOrInABnR0cQPD;providers/google-compute-engine/src/main/java/org/jclouds/googlecomputeengine/binders/RouteBinder.java;0;0;378.3;4;12;4;60.82;1.5;0;6;3;1;6;1;3;0;2;2;0;16;23;0
RouteOptions.java;jclouds;AW-Z-EASrInABnR0cQQo;providers/google-compute-engine/src/main/java/org/jclouds/googlecomputeengine/options/RouteOptions.java;0;7.5;785.7;5;44;5;84.58;1;0;2;23;1;4;227;23;0;11;11;0;90;99;0
RouteSetHandler.java;jclouds;AW-Z-EAarInABnR0cQTu;providers/aws-ec2/src/main/java/org/jclouds/aws/ec2/xml/RouteSetHandler.java;0;30;523.8;1;77;1;100;1;0;7;11;4;14;0;4;1;3;0;0;16;50;0
RouteTableApi.java;jclouds;AW-Z-EAZrInABnR0cQTP;providers/aws-ec2/src/main/java/org/jclouds/aws/ec2/features/RouteTableApi.java;0;0;87.3;1;279;1;100;1;0;26;12;1;0;66;12;0;0;0;0;128;134;0
RouteTableAssociationSetHandler.java;jclouds;AW-Z-EAarInABnR0cQT0;providers/aws-ec2/src/main/java/org/jclouds/aws/ec2/xml/RouteTableAssociationSetHandler.java;0;30;523.8;1;79;1;100;1;0;6;11;4;14;0;4;1;3;0;0;16;50;0
